Location_type,WH_capacity_size,zone,WH_regional_zone,num_refill_req_l3m,transport_issue_l1y,Competitor_in_mkt,retail_shop_num,wh_owner_type,distributor_num,flood_impacted,flood_proof,electric_supply,dist_from_hub,workers_num,storage_issue_reported_l3m,temp_reg_mach,approved_wh_govt_certificate,wh_breakdown_l3m,govt_check_l3m,product_wg_ton
Rural,Mid,West,Zone 2,5,1,5,5989,Company Owned,37,0,0,1,140,21.0,21,0,C,5,1,27092
Urban,Mid,North,Zone 3,0,2,4,3680,Rented,61,0,0,0,255,21.0,26,0,A,2,19,33095
Rural,Mid,North,Zone 3,1,2,4,4438,Rented,43,0,0,0,210,18.0,21,1,B+,5,27,26092
Urban,Large,West,Zone 6,1,1,4,3462,Company Owned,24,0,0,1,259,32.0,16,1,A+,2,23,21105
Rural,Large,West,Zone 5,5,1,6,3735,Rented,17,0,0,1,203,30.0,15,1,A+,6,25,20073
Rural,Small,North,Zone 1,0,0,3,6158,Company Owned,22,0,0,1,182,25.0,5,0,B,3,16,6134
Rural,Mid,South,Zone 2,0,0,2,4331,Company Owned,18,0,0,1,90,29.0,24,0,C,5,1,31130
Rural,Mid,West,Zone 4,1,1,2,5796,Rented,47,0,0,0,138,18.0,5,0,A,1,26,6090
Rural,Mid,South,Zone 4,2,0,2,5458,Company Owned,65,0,0,0,107,30.0,36,0,A,3,26,49124
Rural,Small,West,Zone 6,4,1,4,4633,Company Owned,30,0,0,1,125,34.0,9,0,A,2,15,11142
Rural,Mid,South,Zone 4,5,1,2,7207,Rented,66,0,0,1,263,34.0,16,1,B,2,26,19085
Rural,Mid,West,Zone 4,0,0,4,3813,Company Owned,61,0,0,1,78,34.0,22,0,B+,6,11,27060
Rural,Small,West,Zone 1,8,1,6,4398,Company Owned,52,1,0,1,136,31.0,14,0,B+,5,30,17109
Rural,Small,West,Zone 6,7,0,8,3044,Company Owned,64,0,1,1,188,23.0,6,1,A+,5,9,8085
Rural,Large,East,Zone 5,4,0,6,3256,Rented,36,0,0,1,143,50.0,22,0,B+,3,14,28117
Rural,Small,North,Zone 6,0,0,4,4834,Company Owned,35,0,0,1,76,28.0,19,0,B,3,8,21117
Rural,Mid,North,Zone 2,2,0,2,5765,Rented,20,0,0,0,71,15.0,18,0,B+,4,12,22127
Rural,Mid,West,Zone 4,6,0,2,3874,Company Owned,67,0,0,1,157,25.0,23,0,A,4,26,28112
Rural,Large,West,Zone 6,4,1,4,3871,Company Owned,55,0,0,1,161,32.0,20,1,A+,6,23,26151
Rural,Mid,North,Zone 3,2,1,4,6238,Company Owned,20,0,0,1,89,28.0,12,0,A,5,27,16146
Rural,Small,West,Zone 6,8,0,6,3992,Rented,42,0,0,0,202,18.0,12,0,C,3,8,16101
Rural,Mid,West,Zone 2,1,5,2,3415,Company Owned,29,0,0,1,204,26.0,4,0,B+,2,18,4134
Rural,Large,North,Zone 6,4,2,4,7060,Company Owned,69,1,0,1,269,44.0,16,0,B+,3,28,19117
Rural,Large,West,Zone 5,7,1,5,4503,Company Owned,32,0,0,1,90,30.0,4,1,C,1,14,6127
Rural,Mid,South,Zone 2,1,0,2,6326,Company Owned,17,1,0,0,69,54.0,20,0,B+,5,1,24150
Rural,Mid,South,Zone 2,1,0,3,5030,Rented,43,0,0,1,139,40.0,28,0,B,4,32,34084
Rural,Small,West,Zone 6,7,0,2,4502,Company Owned,24,0,0,1,122,20.0,7,0,C,2,15,9075
Rural,Large,West,Zone 5,1,0,3,4845,Rented,60,0,0,1,112,24.0,28,1,A+,4,14,39110
Rural,Large,North,Zone 6,1,0,3,5184,Company Owned,61,0,0,1,89,36.0,9,0,A,6,28,12066
Rural,Mid,West,Zone 4,8,0,4,4014,Company Owned,31,0,0,1,85,26.0,15,0,C,3,11,21097
Rural,Large,North,Zone 6,6,1,4,4946,Company Owned,24,1,0,1,262,30.0,23,1,A+,2,29,30131
Rural,Large,North,Zone 5,1,1,3,4053,Rented,66,0,0,1,239,28.0,19,0,A,2,14,25061
Rural,Mid,North,Zone 3,8,0,2,6657,Company Owned,42,0,0,1,239,24.0,5,1,B+,4,27,6127
Rural,Mid,West,Zone 3,0,0,3,7377,Rented,37,0,0,1,181,49.0,16,0,B+,4,27,20107
Rural,Large,South,Zone 5,0,0,4,6181,Rented,38,0,0,1,171,32.0,38,0,A,5,25,52080
Rural,Large,North,Zone 5,6,4,2,3545,Company Owned,61,0,0,0,209,35.0,9,0,B+,5,24,10095
Rural,Small,South,Zone 6,4,0,2,5221,Rented,59,0,0,0,129,21.0,24,0,B,5,2,27065
Rural,Small,North,Zone 6,4,0,3,4973,Company Owned,44,1,0,1,190,57.0,21,1,B,4,15,27076
Rural,Large,North,Zone 6,2,0,3,5719,Rented,33,1,0,1,240,27.0,19,0,B+,2,28,22075
Rural,Small,South,Zone 6,7,0,3,5754,Rented,19,0,0,0,201,14.0,24,1,A+,4,2,30084
Urban,Mid,North,Zone 4,4,0,3,5056,Company Owned,33,0,0,1,123,21.0,37,0,B,3,26,47068
Rural,Large,West,Zone 5,6,2,4,4759,Company Owned,28,0,0,0,215,28.0,12,0,C,1,14,15106
Rural,Small,North,Zone 1,0,2,4,4992,Rented,52,0,0,0,208,27.0,17,0,A+,3,30,23079
Rural,Mid,South,Zone 3,1,0,2,5155,Company Owned,20,0,0,0,215,20.0,33,1,A,3,19,46144
Urban,Large,North,Zone 6,5,3,3,6014,Company Owned,62,1,0,0,216,21.0,22,0,C,5,6,27089
Urban,Mid,West,Zone 4,3,0,5,6769,Rented,31,0,0,0,122,48.0,12,1,A+,3,26,16092
Rural,Small,South,Zone 6,4,0,4,5598,Rented,18,0,0,1,238,29.0,14,1,B,6,2,18087
Rural,Large,West,Zone 5,2,1,5,4371,Rented,44,0,1,1,226,33.0,19,0,C,2,24,25113
Rural,Large,West,Zone 5,7,0,4,4027,Rented,61,0,0,0,89,24.0,34,0,C,4,10,46056
Rural,Large,West,Zone 6,1,0,2,3718,Company Owned,22,0,0,1,138,31.0,5,0,B,3,6,6110
Rural,Large,North,Zone 6,3,0,2,5396,Company Owned,18,0,0,1,267,29.0,30,1,A+,6,23,43097
Rural,Large,North,Zone 6,6,0,2,5917,Rented,31,0,0,1,65,25.0,20,0,B,2,29,24087
Rural,Large,North,Zone 6,0,0,2,4818,Rented,56,0,1,1,85,19.0,12,0,A,3,28,15121
Rural,Mid,North,Zone 4,0,1,2,6557,Company Owned,42,0,0,1,58,40.0,10,0,A+,2,26,13081
Rural,Large,North,Zone 5,2,0,2,5341,Rented,39,0,0,0,184,28.0,22,0,A,3,24,29106
Rural,Large,West,Zone 5,8,0,2,4848,Rented,31,0,0,0,266,17.0,33,1,B+,3,25,40082
Rural,Mid,West,Zone 4,8,0,4,6301,Rented,42,0,0,1,160,21.0,18,0,B+,3,26,21151
Rural,Mid,West,Zone 2,8,0,2,5532,Rented,49,0,0,1,219,28.0,31,1,A+,3,12,41072
Rural,Small,North,Zone 6,2,0,4,5065,Company Owned,48,0,1,1,189,22.0,7,1,B,1,9,9071
Rural,Large,South,Zone 5,7,0,3,4516,Rented,50,0,0,0,78,38.0,13,0,C,6,14,18096
Rural,Small,North,Zone 6,3,0,3,5404,Rented,34,1,1,1,236,34.0,27,0,C,2,8,33143
Rural,Large,South,Zone 6,7,2,2,3655,Rented,35,0,1,1,60,31.0,4,1,B+,2,23,5124
Rural,Mid,South,Zone 3,0,0,2,5448,Rented,22,0,0,1,216,27.0,27,0,A+,3,19,37120
Rural,Large,West,Zone 5,8,3,2,3791,Company Owned,64,0,0,1,126,35.0,5,1,A,1,25,7139
Urban,Small,West,Zone 6,2,0,4,5081,Company Owned,44,0,0,1,78,44.0,25,0,B+,6,8,30062
Rural,Large,North,Zone 6,1,0,2,4981,Company Owned,15,0,0,1,249,34.0,13,0,A+,4,6,17092
Rural,Large,West,Zone 6,6,0,3,4743,Rented,47,1,0,1,247,39.0,25,0,B,6,6,31089
Rural,Large,West,Zone 5,2,1,2,4948,Company Owned,37,0,0,1,181,37.0,18,0,B,4,10,22151
Rural,Small,South,Zone 6,7,0,2,5940,Rented,65,0,0,0,118,17.0,38,0,C,4,2,52143
Rural,Mid,North,Zone 3,5,0,5,5243,Company Owned,60,0,0,1,205,28.0,5,0,B,1,19,6122
Rural,Large,West,Zone 6,5,1,6,3852,Company Owned,61,0,0,1,180,21.0,34,0,B+,2,6,41114
Urban,Small,South,Zone 6,6,4,4,4173,Company Owned,29,0,0,1,87,24.0,27,0,B,6,2,31081
Rural,Mid,North,Zone 4,4,0,2,6071,Company Owned,44,0,0,1,244,23.0,30,0,B+,3,26,36110
Rural,Mid,South,Zone 2,8,1,4,4530,Company Owned,33,0,0,1,230,26.0,20,1,A+,3,32,26133
Rural,Large,West,Zone 5,1,3,4,4010,Rented,56,0,0,0,234,17.0,4,0,B+,6,10,4111
Urban,Large,North,Zone 6,8,0,2,4960,Company Owned,53,1,0,1,61,33.0,18,0,B+,4,28,22101
Rural,Small,South,Zone 6,1,0,2,3561,Rented,56,1,0,1,209,34.0,19,0,C,5,9,25097
Rural,Large,South,Zone 6,0,1,2,3728,Company Owned,64,0,0,0,231,37.0,24,0,A+,6,29,30098
Rural,Mid,South,Zone 2,3,3,2,5553,Company Owned,61,0,0,1,67,42.0,14,0,B+,4,32,16087
Rural,Mid,West,Zone 3,4,5,4,5022,Rented,56,0,0,0,241,18.0,26,0,C,6,27,32076
Rural,Mid,North,Zone 4,0,0,3,4986,Company Owned,52,0,0,1,98,30.0,27,0,A,6,26,36122
Urban,Mid,North,Zone 3,5,1,2,5126,Company Owned,53,0,0,1,144,46.0,11,1,A+,4,27,15147
Rural,Large,West,Zone 6,6,0,6,3358,Rented,43,0,0,1,229,30.0,8,0,B+,6,23,9100
Rural,Small,North,Zone 1,8,1,3,5014,Company Owned,29,0,0,1,65,54.0,29,1,A+,2,21,39085
Urban,Small,South,Zone 6,3,0,3,3110,Rented,21,0,0,0,164,20.0,30,0,A,3,2,41114
Rural,Mid,West,Zone 4,4,0,2,5255,Rented,27,0,0,1,180,34.0,6,1,C,2,26,8068
Rural,Large,North,Zone 6,3,2,3,5241,Company Owned,21,0,0,0,58,16.0,24,0,A,4,28,32132
Urban,Mid,North,Zone 4,2,0,3,5282,Company Owned,19,0,0,0,176,30.0,24,1,A+,3,26,31146
Rural,Large,South,Zone 5,5,0,2,5513,Company Owned,48,0,0,1,269,25.0,8,0,B,3,25,9113
Urban,Small,West,Zone 6,3,0,4,4989,Rented,38,0,0,1,242,32.0,18,0,B,4,2,20140
Rural,Mid,North,Zone 3,0,0,2,4794,Company Owned,37,0,0,1,116,30.0,30,0,B,3,19,37102
Rural,Large,West,Zone 5,8,3,3,3434,Rented,65,0,0,0,104,14.0,25,0,A,3,14,31120
Rural,Large,South,Zone 6,8,0,3,5233,Company Owned,59,0,0,1,60,18.0,18,0,B+,2,29,21064
Rural,Large,North,Zone 6,5,1,3,4577,Rented,58,0,0,0,148,18.0,36,1,A+,2,28,48083
Rural,Small,South,Zone 6,0,0,3,5468,Rented,69,0,0,0,176,17.0,9,0,A+,6,2,12109
Rural,Mid,South,Zone 3,7,3,3,2113,Rented,29,0,0,0,240,28.0,23,0,B,4,19,27063
Rural,Small,West,Zone 1,4,5,6,2815,Rented,63,0,0,1,100,29.0,5,0,B+,3,31,6127
Rural,Small,North,Zone 6,1,0,4,4033,Rented,16,0,0,1,104,24.0,24,0,B+,5,13,28060
Rural,Small,West,Zone 6,7,1,3,7108,Rented,19,0,0,0,262,17.0,5,1,C,2,8,7141
Rural,Mid,West,Zone 4,7,1,5,4653,Rented,30,0,0,0,269,18.0,20,0,B+,5,26,23125
Rural,Mid,East,Zone 4,4,0,5,3799,Rented,30,0,0,1,129,28.0,20,1,A+,4,26,29107
Rural,Small,South,Zone 6,1,0,3,4301,Rented,53,0,0,1,229,32.0,15,0,A,6,9,21087
Rural,Large,West,Zone 5,3,1,4,4940,Rented,60,0,0,1,217,48.0,10,1,A+,1,10,13117
Rural,Large,North,Zone 5,6,3,3,6240,Rented,52,1,0,1,205,30.0,4,0,B+,2,17,5100
Rural,Mid,North,Zone 3,2,2,4,5342,Company Owned,58,0,0,0,69,26.0,28,1,A+,3,27,37113
Rural,Mid,North,Zone 4,1,1,5,6101,Company Owned,15,0,0,1,162,31.0,16,0,B,5,26,18062
Rural,Large,South,Zone 5,4,0,2,6355,Company Owned,65,0,0,1,177,24.0,30,1,A+,5,25,42077
Rural,Mid,West,Zone 4,6,1,2,4475,Rented,32,0,0,1,187,36.0,6,1,A,2,26,9081
Rural,Large,South,Zone 5,5,0,2,3777,Company Owned,39,0,0,0,247,28.0,5,0,C,2,25,6106
Rural,Mid,North,Zone 3,0,3,2,4700,Company Owned,63,0,0,1,257,26.0,6,0,C,4,19,8135
Rural,Mid,North,Zone 3,5,0,2,4757,Company Owned,45,0,0,1,258,25.0,18,0,A,6,27,25113
Rural,Large,South,Zone 5,4,0,3,4627,Rented,28,0,0,0,250,20.0,31,0,B+,5,10,37083
Rural,Large,South,Zone 5,3,0,3,7330,Company Owned,40,0,0,1,226,40.0,6,0,B+,2,25,7056
Rural,Mid,North,Zone 4,3,0,2,5073,Company Owned,27,0,0,1,159,26.0,8,0,B,3,26,10138
Rural,Mid,North,Zone 3,5,2,5,3817,Rented,29,0,0,0,79,38.0,24,1,A,3,27,31120
Rural,Large,North,Zone 5,0,0,3,5049,Company Owned,26,0,0,1,81,30.0,15,0,B,5,17,19061
Rural,Mid,North,Zone 3,4,0,2,6413,Company Owned,62,0,0,1,149,28.0,6,1,B,5,19,7104
Rural,Mid,South,Zone 3,4,0,2,4880,Company Owned,44,0,0,1,111,27.0,18,0,B,6,19,23120
Rural,Large,North,Zone 6,3,0,2,5455,Company Owned,18,0,0,1,150,22.0,34,1,B+,3,6,42108
Rural,Small,West,Zone 6,6,2,2,4320,Company Owned,18,0,0,1,253,17.0,17,1,A+,2,9,23138
Rural,Mid,West,Zone 3,4,0,4,4295,Company Owned,47,0,0,1,148,30.0,27,0,B,6,19,31121
Rural,Large,North,Zone 6,1,2,4,5030,Company Owned,15,1,0,1,118,28.0,6,0,A+,6,28,8072
Rural,Large,North,Zone 6,0,0,2,5358,Company Owned,40,0,0,1,256,24.0,27,0,B,3,23,34065
Urban,Large,South,Zone 6,8,4,2,5468,Rented,17,0,0,0,216,28.0,4,0,B+,4,29,5057
Rural,Large,South,Zone 5,1,3,2,5264,Rented,29,0,0,0,102,25.0,20,0,C,5,25,25131
Rural,Large,North,Zone 6,3,0,2,5899,Company Owned,54,0,0,1,99,43.0,20,0,B,4,28,23119
Rural,Mid,North,Zone 3,1,0,4,4485,Company Owned,34,0,0,1,237,29.0,14,0,A+,6,19,20113
Rural,Mid,North,Zone 2,8,0,3,5358,Rented,43,0,0,0,149,20.0,26,1,B,6,1,33116
Urban,Mid,South,Zone 4,4,0,6,3960,Company Owned,21,0,0,0,183,32.0,15,1,C,1,26,21069
Rural,Mid,South,Zone 3,0,0,3,4604,Company Owned,21,0,0,1,66,22.0,11,0,A,2,27,16075
Rural,Small,North,Zone 1,7,0,3,5554,Company Owned,69,0,0,1,170,36.0,4,1,B+,3,21,5068
Rural,Large,South,Zone 6,0,0,2,4149,Rented,18,0,0,1,86,28.0,5,0,A+,3,29,7109
Rural,Large,North,Zone 6,0,0,3,7803,Rented,42,0,0,1,131,30.0,7,0,B,2,6,8127
Rural,Large,North,Zone 6,1,0,2,4371,Rented,26,0,0,1,73,37.0,32,0,B+,6,23,39086
Rural,Large,West,Zone 6,5,0,4,4519,Company Owned,19,0,0,0,271,23.0,19,0,B+,5,23,23123
Rural,Large,North,Zone 6,8,0,2,10036,Rented,28,0,0,0,147,19.0,13,0,B+,2,23,16086
Rural,Small,North,Zone 1,8,0,2,5285,Company Owned,29,1,0,1,163,28.0,13,0,A,5,3,19113
Rural,Large,South,Zone 5,2,1,2,5594,Rented,35,0,0,1,192,30.0,15,0,C,4,25,20097
Rural,Large,South,Zone 5,6,1,1,5267,Rented,37,0,0,0,83,42.0,20,0,B,1,10,24098
Rural,Large,West,Zone 6,5,0,5,5624,Company Owned,62,0,0,1,122,38.0,9,1,C,2,23,12074
Urban,Small,West,Zone 6,4,3,2,4876,Company Owned,26,0,0,1,192,20.0,24,1,A+,4,9,31056
Urban,Large,West,Zone 5,7,0,2,4947,Company Owned,39,0,0,1,186,33.0,17,0,A,5,14,21134
Rural,Large,North,Zone 5,6,2,4,8146,Rented,24,0,0,0,210,39.0,12,0,A,6,14,16064
Rural,Large,South,Zone 5,3,0,2,4653,Company Owned,43,0,0,1,189,28.0,22,0,B,5,10,26067
Rural,Large,West,Zone 5,7,0,4,3523,Rented,33,0,0,0,108,18.0,15,0,B+,4,25,17111
Rural,Mid,North,Zone 4,0,1,3,5806,Rented,49,0,0,1,70,28.0,18,0,B,2,26,21068
Rural,Large,West,Zone 5,8,2,4,4158,Rented,45,0,0,1,262,50.0,25,0,B,4,10,29124
Rural,Mid,West,Zone 4,5,0,3,4543,Rented,49,0,0,1,57,34.0,12,1,A+,6,26,17150
Rural,Small,West,Zone 6,5,4,4,5023,Rented,31,0,0,0,115,21.0,24,1,C,4,15,31086
Rural,Mid,West,Zone 3,6,5,2,4890,Company Owned,62,0,0,1,126,28.0,21,0,B+,2,19,24070
Rural,Mid,South,Zone 3,5,1,2,4377,Rented,61,0,0,0,186,18.0,9,0,B,3,27,10148
Urban,Small,West,Zone 1,1,0,4,4247,Rented,23,0,0,0,208,39.0,29,0,B,5,30,36116
Rural,Large,South,Zone 6,2,0,3,7278,Rented,36,0,0,0,247,31.0,17,0,B,4,23,21148
Urban,Mid,West,Zone 4,7,0,4,3957,Company Owned,31,0,0,1,164,42.0,36,1,A+,6,11,51131
Rural,Mid,West,Zone 4,2,1,3,4200,Company Owned,69,0,0,1,210,31.0,18,0,C,3,26,23094
Rural,Mid,West,Zone 2,1,0,4,4428,Company Owned,66,0,0,1,73,31.0,25,0,B+,5,12,29151
Rural,Large,North,Zone 5,2,0,3,4900,Rented,16,0,0,0,76,18.0,9,0,C,1,17,12074
Rural,Mid,North,Zone 2,5,2,3,4918,Company Owned,16,0,0,0,112,26.0,19,0,C,3,12,24146
Rural,Small,West,Zone 1,6,2,3,9866,Rented,59,0,0,1,248,28.0,15,1,A+,3,30,19108
Rural,Large,South,Zone 5,3,1,5,5906,Company Owned,30,0,0,0,116,32.0,12,1,B,1,14,15121
Rural,Mid,East,Zone 4,6,0,8,3305,Rented,35,0,0,1,229,26.0,9,1,A+,6,26,13055
Rural,Mid,South,Zone 2,5,0,3,5445,Company Owned,33,0,0,1,150,44.0,18,0,C,6,22,22075
Urban,Small,North,Zone 6,8,0,3,5350,Company Owned,59,0,0,0,237,20.0,29,0,C,3,8,40131
Rural,Large,North,Zone 6,5,0,2,5945,Rented,31,0,0,0,58,20.0,18,1,A+,6,28,24109
Rural,Large,North,Zone 6,1,0,6,6923,Company Owned,50,0,0,1,165,35.0,5,0,B+,3,23,6141
Rural,Mid,South,Zone 2,3,3,2,4977,Rented,66,0,0,0,233,32.0,17,0,C,5,32,22134
Rural,Large,West,Zone 5,7,4,4,3451,Rented,48,0,0,1,60,25.0,23,0,A,2,10,29086
Rural,Large,South,Zone 5,5,0,4,4952,Company Owned,28,0,0,0,217,27.0,6,0,B,1,14,6070
Rural,Mid,South,Zone 4,7,0,4,5290,Rented,55,0,0,1,223,31.0,19,0,B+,3,20,23128
Rural,Mid,South,Zone 2,4,0,2,7591,Rented,36,0,0,0,90,20.0,14,1,A+,6,1,20060
Rural,Large,North,Zone 5,7,0,4,5084,Rented,67,0,0,0,128,18.0,11,0,B,4,5,13103
Rural,Small,North,Zone 1,5,2,3,5535,Company Owned,24,0,0,0,126,33.0,6,0,B,1,31,7062
Rural,Mid,South,Zone 3,5,1,2,4454,Company Owned,28,0,0,1,147,24.0,10,0,C,4,19,12067
Rural,Mid,North,Zone 4,2,2,2,7140,Rented,33,0,0,0,221,18.0,15,0,B+,2,26,17063
Rural,Large,North,Zone 5,6,0,2,3994,Company Owned,69,0,0,1,89,32.0,25,1,A+,4,24,32138
Rural,Large,West,Zone 5,3,4,3,4263,Rented,67,0,0,0,227,22.0,13,1,A+,3,25,17096
Rural,Mid,South,Zone 2,5,1,2,4146,Company Owned,70,0,0,1,132,32.0,14,0,C,6,12,19111
Rural,Small,West,Zone 1,8,0,4,8822,Rented,16,0,0,1,85,33.0,23,0,B+,4,21,26110
Rural,Large,North,Zone 6,8,1,4,4798,Company Owned,26,0,0,0,124,24.0,12,0,A,2,28,17108
Rural,Mid,North,Zone 4,7,0,3,5858,Company Owned,33,0,0,0,104,23.0,21,0,B+,2,26,26075
Rural,Mid,West,Zone 4,1,0,2,5110,Rented,63,0,0,1,137,29.0,20,0,C,6,11,28116
Rural,Large,North,Zone 6,5,0,2,3967,Rented,43,0,0,0,148,20.0,9,1,A+,1,23,12132
Rural,Large,West,Zone 6,0,1,5,4715,Rented,41,0,0,1,230,21.0,9,0,B+,5,6,11112
Rural,Mid,South,Zone 4,0,0,3,5406,Company Owned,46,0,0,1,239,27.0,12,0,B+,3,26,15072
Rural,Mid,West,Zone 4,0,0,4,4681,Company Owned,49,1,0,1,246,28.0,15,0,B,2,26,17074
Rural,Small,North,Zone 1,1,0,4,6020,Company Owned,46,0,0,1,91,30.0,21,0,C,5,3,27142
Urban,Large,North,Zone 6,0,2,3,4368,Rented,62,0,0,0,260,17.0,5,0,C,1,23,6057
Rural,Small,South,Zone 1,0,0,3,5250,Company Owned,55,1,0,1,153,33.0,4,0,B,3,21,4093
Rural,Mid,East,Zone 4,4,0,4,3121,Rented,18,0,0,0,104,29.0,22,0,B,3,26,26102
Rural,Small,North,Zone 6,2,2,4,4921,Rented,60,0,0,0,192,22.0,31,0,A,4,13,40104
Urban,Large,North,Zone 5,0,0,2,4775,Company Owned,62,0,0,1,232,21.0,30,0,A,2,25,40074
Rural,Large,North,Zone 5,4,3,3,3398,Company Owned,40,0,0,1,243,29.0,16,0,B,6,17,19086
Rural,Large,North,Zone 5,0,0,3,8852,Company Owned,33,0,0,1,111,25.0,33,0,C,3,24,45104
Rural,Small,West,Zone 1,5,0,4,4825,Rented,35,0,0,1,148,27.0,4,1,B+,2,21,6080
Rural,Mid,North,Zone 2,4,1,3,6294,Rented,49,0,0,1,176,25.0,26,0,C,6,22,34069
Rural,Mid,South,Zone 3,3,0,2,4897,Company Owned,27,0,0,1,108,29.0,10,0,B,5,27,12078
Rural,Large,North,Zone 6,3,0,3,4139,Company Owned,57,0,0,1,62,30.0,10,0,C,3,28,13110
Rural,Large,North,Zone 5,1,0,7,4591,Company Owned,39,0,0,1,268,30.0,26,0,B+,6,17,33056
Rural,Small,West,Zone 1,8,0,3,5071,Company Owned,41,0,0,1,65,27.0,16,1,A,3,21,21077
Rural,Small,South,Zone 6,1,0,4,5597,Company Owned,47,0,0,1,133,25.0,7,0,B,3,9,8114
Rural,Large,West,Zone 5,1,0,2,5125,Company Owned,59,0,0,0,73,32.0,9,0,A,1,14,12082
Rural,Small,South,Zone 1,0,0,3,4692,Company Owned,17,0,1,1,134,31.0,5,0,A+,1,21,7083
Rural,Small,South,Zone 6,5,0,4,4870,Company Owned,18,0,0,1,188,25.0,23,0,A,3,9,28120
Rural,Large,North,Zone 5,0,1,3,4310,Company Owned,61,0,0,1,114,54.0,7,0,C,3,5,9075
Rural,Small,South,Zone 1,4,0,5,4430,Rented,26,0,0,1,173,24.0,30,0,B,5,31,38112
Rural,Mid,South,Zone 2,7,0,2,5521,Company Owned,42,0,0,0,122,21.0,13,0,A,3,22,17057
Rural,Large,North,Zone 6,7,0,4,6219,Rented,22,0,0,1,202,30.0,37,1,A+,5,6,49127
Rural,Small,North,Zone 1,7,0,4,3731,Company Owned,58,0,0,0,224,31.0,26,0,B+,5,3,30069
Rural,Mid,West,Zone 4,7,0,2,5146,Company Owned,40,0,0,1,147,45.0,22,0,C,5,26,28119
Rural,Large,South,Zone 5,7,0,2,5211,Company Owned,43,1,0,1,78,26.0,5,0,B,5,10,6143
Rural,Mid,North,Zone 2,5,0,3,5903,Company Owned,70,0,0,1,116,26.0,21,0,B,5,22,26075
Rural,Mid,South,Zone 3,4,0,2,3422,Company Owned,41,0,0,1,213,28.0,27,0,C,6,19,36065
Rural,Small,South,Zone 1,6,3,3,5400,Company Owned,15,0,0,1,132,25.0,7,0,C,3,21,9115
Rural,Small,North,Zone 6,0,0,4,4683,Company Owned,68,0,0,1,141,24.0,38,0,B+,4,9,47121
Rural,Mid,West,Zone 4,4,0,1,4098,Company Owned,19,0,0,0,90,28.0,9,1,C,5,11,12142
Urban,Small,South,Zone 6,6,0,2,4183,Company Owned,23,0,0,0,157,16.0,6,0,C,3,9,7098
Rural,Small,South,Zone 6,4,0,2,6513,Rented,38,0,0,0,192,40.0,15,0,B+,3,15,18127
Rural,Mid,West,Zone 3,5,0,4,3442,Rented,29,0,0,1,181,45.0,25,1,A+,5,19,32089
Rural,Small,West,Zone 6,8,1,3,5639,Company Owned,52,1,0,1,221,28.0,28,0,B,3,9,34064
Rural,Mid,North,Zone 3,4,0,4,4340,Company Owned,67,0,0,0,63,24.0,14,0,B+,2,27,17134
Rural,Large,West,Zone 5,7,2,4,5239,Company Owned,56,0,0,1,250,20.0,7,0,B,1,10,9083
Rural,Large,North,Zone 5,2,0,2,8457,Company Owned,39,0,0,1,108,34.0,15,0,A,6,14,22102
Rural,Mid,North,Zone 3,8,1,6,4466,Rented,63,0,0,1,188,23.0,7,1,B+,5,27,9131
Rural,Large,North,Zone 6,4,3,3,5679,Rented,64,0,0,1,58,25.0,20,0,A,3,29,25088
Rural,Mid,North,Zone 2,3,0,4,4706,Company Owned,16,0,0,1,171,25.0,4,1,C,2,12,6151
Rural,Small,West,Zone 6,6,1,4,5569,Rented,53,0,0,0,135,34.0,25,1,A+,4,15,32069
Rural,Mid,West,Zone 4,6,0,4,6361,Company Owned,63,0,0,1,216,28.0,8,1,C,3,26,11084
Rural,Large,West,Zone 6,2,0,4,4725,Rented,20,0,0,1,57,33.0,4,0,C,1,23,5087
Rural,Mid,South,Zone 3,4,3,2,5230,Rented,51,0,0,0,261,21.0,25,1,A+,6,27,32099
Rural,Large,East,Zone 5,7,0,3,5072,Company Owned,37,0,0,0,256,24.0,32,0,A,2,14,43147
Rural,Mid,North,Zone 2,8,3,3,5809,Company Owned,44,1,0,1,140,29.0,25,0,C,6,1,31068
Rural,Mid,North,Zone 4,8,0,2,5112,Rented,19,0,0,0,77,29.0,11,1,A+,5,26,15069
Rural,Small,South,Zone 1,3,2,3,4666,Company Owned,39,0,0,1,255,22.0,22,0,A,4,21,27099
Rural,Mid,South,Zone 3,5,1,2,4299,Company Owned,30,1,0,0,59,29.0,4,0,A,2,19,5056
Rural,Mid,South,Zone 4,4,2,2,5173,Company Owned,68,0,0,1,260,32.0,21,0,B,6,26,24123
Rural,Large,North,Zone 5,1,2,4,4168,Rented,43,0,0,1,248,20.0,16,1,A+,5,17,21080
Rural,Mid,East,Zone 3,7,0,6,3951,Company Owned,18,0,0,1,153,40.0,25,0,C,3,27,32136
Rural,Small,North,Zone 1,8,0,3,4253,Company Owned,30,1,0,1,140,28.0,21,0,B+,6,3,26140
Rural,Mid,West,Zone 3,1,0,2,5637,Rented,65,0,0,1,136,31.0,21,0,A+,3,27,27149
Rural,Large,South,Zone 5,2,0,4,3767,Rented,68,0,0,0,235,15.0,8,0,B+,5,10,9134
Rural,Mid,South,Zone 2,4,0,4,4978,Company Owned,24,0,0,1,256,39.0,10,1,A+,1,12,13090
Urban,Large,North,Zone 6,1,0,3,4558,Rented,31,0,0,1,150,45.0,14,0,A,4,28,17131
